cat_num,enteredby,accn,guid_prefix,identifier_1_value,identifier_1_type,identifier_1_relationship,identifier_2_value,identifier_2_type,agent_1_name,agent_1_role,agent_2_name,agent_2_role,agent_3_name,agent_3_role,agent_4_name,agent_4_role,identification_1,identification_1_order,identification_1_attribute_type_1,identification_1_attribute_value_1,identification_1_agent_1,identification_1_date,identification_1_remark,locality_higher_geog,locality_specific,event_verbatim_locality,event_verbatim_date,event_began_date,event_ended_date,record_event_type,record_event_determiner,record_event_determined_date,record_event_verificationstatus,part_1_name,part_1_condition,part_1_count,part_1_disposition,part_1_remark,part_1_attribute_type_1,part_1_attribute_value_1
388,jessicatir,21,CRCM:Fish,21-150,institutional catalog number,self,,,Paul Laumeyer,collector,,,,,,,Oncorhynchus clarkii,1,nature of identification,unknown,Kelly M. Cassidy,2020-12-01,"Det by KM Cassidy, Dec 2020. Very difficult to decide between Rainbow and Cutthroat Trout. Maxillary looks too long for Rainbow (maybe). Very low confidence, needs an expert opinion.","United States, Idaho, Shoshone County",Trail Creek,"Trail Creek, Couer d'Alene River System, T52N, R1E, sec 22.",15-Jul-1973,1973-07-15,1973-07-15,collection,Paul Laumeyer,1973-07-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
2057,jessicatir,21,CRCM:Fish,21-151,institutional catalog number,self,,,Paul Laumeyer,collector,,,,,,,Oncorhynchus clarkii,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"Det by KM Cassidy, Aug 2020. Difficult to decide between Rainbow and Cutthroat. I couldn't tell if it had teeth on back of tongue. Was not sure if maxilla was short enough for a Rainbow. Vacillated between Rainbow and Cutthroat, finally went with Cutthroat. Very low confidence; needs an expert opinion.","United States, Idaho, Shoshone County",Big Creek at Dot Creek,"Big Creek at Dot Creek, T47N, R3E, sec 10, Couer d'Alene River System, [Shoshone Co.], Idaho",12-Jul-1973,1973-07-12,1973-07-12,collection,Paul Laumeyer,1973-07-12,,whole organism,unchecked,1,in collection,,preservation,ethanol
2058,jessicatir,21,CRCM:Fish,21-152,institutional catalog number,self,,,Paul Laumeyer,collector,,,,,,,Oncorhynchus clarkii,1,nature of identification,unknown,Kelly M. Cassidy,2020-12-01,"Det by KM Cassidy, Dec 2020. Very difficult to decide between Rainbow and Cutthroat Trout. Maxillary looks too long for Rainbow (maybe). Very low confidence, needs an expert opinion.","United States, Idaho, Shoshone County",Tepee Creek at Riley Creek,"Tepee Creek at Riley Creek, Couer d'Alene River System, T51N, R1E, sec 12, [Shoshone Co.] Idaho",15-Jul-1973,1973-07-15,1973-07-15,collection,Paul Laumeyer,1973-07-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
2059,jessicatir,21,CRCM:Fish,21-153,institutional catalog number,self,,,Paul Laumeyer,collector,,,,,,,Oncorhynchus clarkii,1,nature of identification,unknown,Kelly M. Cassidy,2020-12-01,"Det by KM Cassidy, Dec 2020. Very difficult to decide between Rainbow and Cutthroat Trout. Maxillary looks too long for Rainbow (maybe). Very low confidence, needs an expert opinion.","United States, Idaho, Shoshone County",Tepee Creek at Riley Creek,"Tepee Creek at Riley Creek, Couer d'Alene River System, T51N, R1E, sec 12, [Shoshone Co.] Idaho",15-Jul-1973,1973-07-15,1973-07-15,collection,Paul Laumeyer,1973-07-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
573,jessicatir,21,CRCM:Fish,21-154,institutional catalog number,self,,,B. Wickham,collector,Les Boyd,collector,,,,,Oncorhynchus clarkii,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"Det by KM Cassidy, Aug 2020. I couldn't see any teeth on the back of the tongue, but not sure I could see back far enough. Initially went with Rainbow, but decided the maxilla was too long. Low confidence, needs an expert opinion.","United States, Idaho, Latah County","El Dorado Gulch, near North Fork Palouse River","El Dorado Gulch, East of Harvard, [Latah Co.], Idaho",19-Jun-1969,1969-06-19,1969-06-19,collection,B. Wickham,1969-06-19,,whole organism,unchecked,1,in collection,,preservation,ethanol
574,jessicatir,21,CRCM:Fish,21-155,institutional catalog number,self,,,B. Wickham,collector,Les Boyd,collector,,,,,Oncorhynchus clarkii,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"Det by KM Cassidy, Aug 2020. I couldn't see any teeth on the back of the tongue, but not sure I could see back far enough. Initially went with Rainbow, but decided the maxilla was too long. Low confidence, needs an expert opinion.","United States, Idaho, Latah County","El Dorado Gulch, near North Fork Palouse River","El Dorado Gulch, East of Harvard, [Latah Co.], Idaho",19-Jun-1969,1969-06-19,1969-06-19,collection,B. Wickham,1969-06-19,,whole organism,unchecked,1,in collection,,preservation,ethanol
575,jessicatir,21,CRCM:Fish,21-156,institutional catalog number,self,,,B. Wickham,collector,Les Boyd,collector,,,,,Oncorhynchus clarkii,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"Det by KM Cassidy, Aug 2020. I couldn't see any teeth on the back of the tongue, but not sure I could see back far enough. Initially went with Rainbow, but decided the maxilla was too long. Low confidence, needs an expert opinion.","United States, Idaho, Latah County","El Dorado Gulch, near North Fork Palouse River","El Dorado Gulch, East of Harvard, [Latah Co.], Idaho",19-Jun-1969,1969-06-19,1969-06-19,collection,B. Wickham,1969-06-19,,whole organism,unchecked,1,in collection,,preservation,ethanol
576,jessicatir,21,CRCM:Fish,21-157,institutional catalog number,self,,,B. Wickham,collector,Les Boyd,collector,,,,,Oncorhynchus clarkii,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"Det by KM Cassidy, Aug 2020. I couldn't see any teeth on the back of the tongue, but not sure I could see back far enough. Initially went with Rainbow, but decided the maxilla was too long. Low confidence, needs an expert opinion.","United States, Idaho, Latah County","El Dorado Gulch, near North Fork Palouse River","El Dorado Gulch, East of Harvard, [Latah Co.], Idaho",19-Jun-1969,1969-06-19,1969-06-19,collection,B. Wickham,1969-06-19,,whole organism,unchecked,1,in collection,,preservation,ethanol
189,jessicatir,21,CRCM:Fish,21-158,institutional catalog number,self,,,Kay E. Groves,collector,,,,,,,Oncorhynchus clarkii,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"Det by KM Cassidy, Aug 2020. Appears to have teeth at back of tonuge and big mouth.","United States, Washington, Skagit County",Samish River at Highway 99,"Samish River at Hwy 99, Skagit Co., Washington",19-Jun-1948,1948-06-19,1948-06-19,collection,Kay E. Groves,1948-06-19,,whole organism,unchecked,1,in collection,,preservation,ethanol
2322,jessicatir,21,CRCM:Fish,21-159,institutional catalog number,self,,,Unknown,collector,,,,,,,Oncorhynchus clarkii,1,nature of identification,unknown,Unknown,1988-09-20,"ID by an unknown person on jar label at ""Coastal Cut"". Check by KM Cassidy, Aug 2020. Concur: Big mouth, appears to have teeth at back of tongue.","United States, Alaska",Kuiu Island,"Kuiu Island, SE Alaska","Between 16 and 20 September, 1988",1988-09-16,1988-09-20,collection,Unknown,1988-09-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
2055,jessicatir,21,CRCM:Fish,21-160,institutional catalog number,self,,,Paul Laumeyer,collector,,,,,,,Oncorhynchus mykiss,1,nature of identification,unknown,Kelly M. Cassidy,2020-11-01,"Det by KM Cassidy, November 2020. Very difficult to decide between Cutthroat and Rainbow. Maxillary looks short, went with Rainbow, very low confidence, needs expert opinion.","United States, Idaho, Kootenai County",Owl Creek at Little North Fork Couer D'Alene River,"N Fk Couer d'Alene River at Owl Creek, T49N, R1E, sec 5, [Kootenai Co.], Idaho",16-May-1973,1973-05-16,1973-05-16,collection,Paul Laumeyer,1973-05-16,,whole organism,unchecked,1,in collection,,preservation,ethanol
577,jessicatir,21,CRCM:Fish,21-161,institutional catalog number,self,,,B. Wickham,collector,Les Boyd,collector,,,,,Oncorhynchus mykiss,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"Det by KM Cassidy, Aug 2020. 21-161 to 21-166 in same jar. Biggest ones in jar ID'd by collectors as Rainbow. They weren't sure of rest, thought maybe Cutthroat. I thought Rainbow on all, but with low confidence, espcially on smallest.; needs an expert opinion.","United States, Idaho, Latah County","El Dorado Gulch, near North Fork Palouse River","El Dorado Gulch, at or near N Fork Palouse River. [Latah Co. Idaho]",22-Nov-1968,1968-11-22,1968-11-22,collection,B. Wickham,1968-11-22,,whole organism,unchecked,1,in collection,,preservation,ethanol
579,jessicatir,21,CRCM:Fish,21-162,institutional catalog number,self,,,B. Wickham,collector,Les Boyd,collector,,,,,Oncorhynchus mykiss,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"Det by KM Cassidy, Aug 2020. 21-161 to 21-166 in same jar. Biggest ones in jar ID'd by collectors as Rainbow. They weren't sure of rest, thought maybe Cutthroat. I thought Rainbow on all, but with low confidence, espcially on smallest.; needs an expert opinion.","United States, Idaho, Latah County","El Dorado Gulch, near North Fork Palouse River","El Dorado Gulch, at or near N Fork Palouse River. [Latah Co. Idaho]",22-Nov-1968,1968-11-22,1968-11-22,collection,B. Wickham,1968-11-22,,whole organism,unchecked,1,in collection,,preservation,ethanol
581,jessicatir,21,CRCM:Fish,21-163,institutional catalog number,self,,,B. Wickham,collector,Les Boyd,collector,,,,,Oncorhynchus mykiss,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"Det by KM Cassidy, Aug 2020. 21-161 to 21-166 in same jar. Biggest ones in jar ID'd by collectors as Rainbow. They weren't sure of rest, thought maybe Cutthroat. I thought Rainbow on all, but with low confidence, espcially on smallest.; needs an expert opinion.","United States, Idaho, Latah County","El Dorado Gulch, near North Fork Palouse River","El Dorado Gulch, at or near N Fork Palouse River. [Latah Co. Idaho]",22-Nov-1968,1968-11-22,1968-11-22,collection,B. Wickham,1968-11-22,,whole organism,unchecked,1,in collection,,preservation,ethanol
582,jessicatir,21,CRCM:Fish,21-164,institutional catalog number,self,,,B. Wickham,collector,Les Boyd,collector,,,,,Oncorhynchus mykiss,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"Det by KM Cassidy, Aug 2020. 21-161 to 21-166 in same jar. Biggest ones in jar ID'd by collectors as Rainbow. They weren't sure of rest, thought maybe Cutthroat. I thought Rainbow on all, but with low confidence, espcially on smallest.; needs an expert opinion.","United States, Idaho, Latah County","El Dorado Gulch, near North Fork Palouse River","El Dorado Gulch, at or near N Fork Palouse River. [Latah Co. Idaho]",22-Nov-1968,1968-11-22,1968-11-22,collection,B. Wickham,1968-11-22,,whole organism,unchecked,1,in collection,,preservation,ethanol
584,jessicatir,21,CRCM:Fish,21-165,institutional catalog number,self,,,B. Wickham,collector,Les Boyd,collector,,,,,Oncorhynchus mykiss,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"Det by KM Cassidy, Aug 2020. 21-161 to 21-166 in same jar. Biggest ones in jar ID'd by collectors as Rainbow. They weren't sure of rest, thought maybe Cutthroat. I thought Rainbow on all, but with low confidence, espcially on smallest.; needs an expert opinion.","United States, Idaho, Latah County","El Dorado Gulch, near North Fork Palouse River","El Dorado Gulch, at or near N Fork Palouse River. [Latah Co. Idaho]",22-Nov-1968,1968-11-22,1968-11-22,collection,B. Wickham,1968-11-22,,whole organism,unchecked,1,in collection,,preservation,ethanol
585,jessicatir,21,CRCM:Fish,21-166,institutional catalog number,self,,,B. Wickham,collector,Les Boyd,collector,,,,,Oncorhynchus mykiss,1,nature of identification,unknown,Kelly M. Cassidy,2020-08-01,"Det by KM Cassidy, Aug 2020. 21-161 to 21-166 in same jar. Biggest ones in jar ID'd by collectors as Rainbow. They weren't sure of rest, thought maybe Cutthroat. I thought Rainbow on all, but with low confidence, espcially on smallest.; needs an expert opinion.","United States, Idaho, Latah County","El Dorado Gulch, near North Fork Palouse River","El Dorado Gulch, at or near N Fork Palouse River. [Latah Co. Idaho]",22-Nov-1968,1968-11-22,1968-11-22,collection,B. Wickham,1968-11-22,,whole organism,unchecked,1,in collection,,preservation,ethanol
420,jessicatir,21,CRCM:Fish,21-167,institutional catalog number,self,,,1959 Ichthyology Class,collector,,,,,,,Oncorhynchus tshawytscha,1,nature of identification,unknown,Kelly M. Cassidy,2021-01-01,"Det by KM Cassidy, Jan 2021, Moderate confidence","United States, Washington, Skagit County, Fidalgo Island",Sharpe Cove,"Sharpe Cove, Fidalgo Island, Skagit Co., Washington",4-Aug-1959,1959-08-04,1959-08-04,collection,1959 Ichthyology Class,1959-08-04,,whole organism,unchecked,1,in collection,,preservation,ethanol
1719,jessicatir,21,CRCM:Fish,21-168,institutional catalog number,self,,,Kenneth Michaelis,collector,,,,,,,Salmo trutta,1,nature of identification,unknown,Kenneth Michaelis,1972-05-31,ID by collector,"United States, Washington, Columbia County","4 mi downstream from Tucannon Fish Hatchery, Tucannon River","4 mi downstream from Tucannon Fish Hatchery, Tucannon River, [Columbia Co.], Washington","May, 1972",1972-05-01,1972-05-31,collection,Kenneth Michaelis,1972-05-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1720,jessicatir,21,CRCM:Fish,21-169,institutional catalog number,self,,,Kenneth Michaelis,collector,,,,,,,Salvelinus confluentus,1,nature of identification,unknown,Kenneth Michaelis,1972-05-31,"ID by collector as S. malma, Dolly Varden. Species split since then into Bull and Dolly Varden.","United States, Washington, Columbia County","4 mi downstream from Tucannon Fish Hatchery, Tucannon River","4 mi downstream from Tucannon Fish Hatchery, Tucannon River, [Columbia Co.], Washington","May, 1972",1972-05-01,1972-05-31,collection,Kenneth Michaelis,1972-05-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1722,jessicatir,21,CRCM:Fish,21-170,institutional catalog number,self,,,Kenneth Michaelis,collector,,,,,,,Salvelinus confluentus,1,nature of identification,unknown,Kenneth Michaelis,1971-10-10,"ID by collector as S. malma, Dolly Varden. Species split since then into Bull and Dolly Varden.","United States, Washington, Columbia County","Wolf Fork, 1.75 mi above yellow gate near Wolf Fork Road","T8N, R39E, sec 13, SE 1/4, 1.75 mi above yellow gate, Wolf Creek [Columbia Co., near Wolf Fork Rd, in the Blue Mtns.], Washington",10-Oct-1971,1971-10-10,1971-10-10,collection,Kenneth Michaelis,1971-10-10,,whole organism,unchecked,1,in collection,,preservation,ethanol
1,jessicatir,21,CRCM:Fish,21-171,institutional catalog number,self,,,Paul Laumeyer,collector,,,,,,,Salvelinus fontinalis,1,nature of identification,unknown,Kelly M. Cassidy,2020-12-01,"ID by KM Cassidy, Dec 2020. White spots on body, white leading edge of lower fins, bordered by black stripe, Distinctive, high confidence","United States, Idaho, Shoshone County",Tepee Creek at Riley Creek,"Tepee Creek at Riley Creek, Couer d'Alene River System, T51N, R1E, sec 12, [Shoshone Co.] Idaho",15-Jul-1973,1973-07-15,1973-07-15,collection,Paul Laumeyer,1973-07-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
330,jessicatir,21,CRCM:Fish,21-172,institutional catalog number,self,,,B. Wickham,collector,Les Boyd,collector,,,,,Salvelinus fontinalis,1,nature of identification,unknown,Kelly M. Cassidy,2020-12-01,"ID by KM Cassidy, Dec 2020. White spots on body, white leading edge of lower fins, bordered by black stripe, Distinctive, high confidence","United States, Idaho, Latah County","El Dorado Gulch, near North Fork Palouse River","El Dorado Gulch, at or near N Fork Palouse River. [Latah Co. Idaho]",22-Nov-1968,1968-11-22,1968-11-22,collection,B. Wickham,1968-11-22,,whole organism,unchecked,1,in collection,,preservation,ethanol
333,jessicatir,21,CRCM:Fish,21-173,institutional catalog number,self,,,B. Wickham,collector,Les Boyd,collector,,,,,Salvelinus fontinalis,1,nature of identification,unknown,Kelly M. Cassidy,2020-12-01,"ID by KM Cassidy, Dec 2020. White spots on body, white leading edge of lower fins, bordered by black stripe, Distinctive, high confidence","United States, Idaho, Latah County","El Dorado Gulch, near North Fork Palouse River","El Dorado Gulch, at or near N Fork Palouse River. [Latah Co. Idaho]",22-Nov-1968,1968-11-22,1968-11-22,collection,B. Wickham,1968-11-22,,whole organism,unchecked,1,in collection,,preservation,ethanol
334,jessicatir,21,CRCM:Fish,21-174,institutional catalog number,self,,,B. Wickham,collector,Les Boyd,collector,,,,,Salvelinus fontinalis,1,nature of identification,unknown,Kelly M. Cassidy,2020-12-01,"ID by KM Cassidy, Dec 2020. White spots on body, white leading edge of lower fins, bordered by black stripe, Distinctive, high confidence","United States, Idaho, Latah County","El Dorado Gulch, near North Fork Palouse River","El Dorado Gulch, at or near N Fork Palouse River. [Latah Co. Idaho]",22-Nov-1968,1968-11-22,1968-11-22,collection,B. Wickham,1968-11-22,,whole organism,unchecked,1,in collection,,preservation,ethanol
133,jessicatir,21,CRCM:Fish,21-175,institutional catalog number,self,,,William H. James,collector,L. M. Ashley,collector,,,,,Salvelinus fontinalis,1,nature of identification,unknown,William H. James,1951-07-13,ID by collectors; ID check September 2020 by KM Cassidy; concur,"United States, Washington, Whatcom County",Twin Lakes,"Twin Lakes, Mt. Baker area [Whatcom Co.], Washington",13-Jul-1951,1951-07-13,1951-07-13,collection,William H. James,1951-07-13,,whole organism,unchecked,1,in collection,,preservation,ethanol
2067,jessicatir,21,CRCM:Fish,21-176,institutional catalog number,self,,,Paul Wheeler,collector,,,,,,,Oncorhynchus tshawytscha,1,nature of identification,unknown,Paul Wheeler,2021-01-21,ID and sex by collector.,"United States, Washington, Whitman County","WSU Hatchery, Pullman","WSU Hatchery, Pullman, Whitman Co., Washington",21-January-2021,2021-01-21,2021-01-21,collection,Paul Wheeler,2021-01-21,,whole organism,unchecked,1,in collection,,preservation,ethanol
421,jessicatir,21,CRCM:Fish,21-177,institutional catalog number,self,,,1959 Ichthyology Class,collector,,,,,,,Microgadus proximus,1,nature of identification,unknown,Kelly M. Cassidy,2021-01-21,"ID by KM Cassidy, 1/22/2021","United States, Washington, Skagit County",Sharpe Cove,"Sharpe Cove, Fidalgo Island, Skagit Co., Washington",4-Aug-1959,1959-08-04,1959-08-04,collection,1959 Ichthyology Class,1959-08-04,,whole organism,unchecked,1,in collection,,preservation,ethanol
1840,jessicatir,21,CRCM:Fish,21-178,institutional catalog number,self,,,Lee Olsen,collector,,,,,,,Microgadus proximus,1,nature of identification,unknown,Kelly M. Cassidy,2020-10-01,"ID by KM Cassidy, Oct, 2020. From a jar of 6 small fish, collected at same location and time. Two identified as Pacific Tomcod, based on tiny chin barbel and non-jutting lower jar, 4 as Alaskan Pollock based on lack of chin barbel and jutting lower jar. Moderate confidence in ID.","United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",14-Jun-1954,1954-06-14,1954-06-14,collection,Lee Olsen,1954-06-14,,whole organism,unchecked,1,in collection,,preservation,ethanol
1841,jessicatir,21,CRCM:Fish,21-179,institutional catalog number,self,,,Lee Olsen,collector,,,,,,,Microgadus proximus,1,nature of identification,unknown,Kelly M. Cassidy,2020-10-01,"ID by KM Cassidy, Oct, 2020. From a jar of 6 small fish, collected at same location and time. Two identified as Pacific Tomcod, based on tiny chin barbel and non-jutting lower jar, 4 as Alaskan Pollock based on lack of chin barbel and jutting lower jar. Moderate confidence in ID.","United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",14-Jun-1954,1954-06-14,1954-06-14,collection,Lee Olsen,1954-06-14,,whole organism,unchecked,1,in collection,,preservation,ethanol
1842,jessicatir,21,CRCM:Fish,21-180,institutional catalog number,self,,,Lee Olsen,collector,,,,,,,Gadus chalcogrammus,1,nature of identification,unknown,Kelly M. Cassidy,2020-10-01,"ID by KM Cassidy, Oct, 2020. From a jar of 6 small fish, collected at same location and time. Two identified as Pacific Tomcod, based on tiny chin barbel and non-jutting lower jar, 4 as Alaskan Pollock based on lack of chin barbel and jutting lower jar. Moderate confidence in ID.","United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",14-Jun-1954,1954-06-14,1954-06-14,collection,Lee Olsen,1954-06-14,,whole organism,unchecked,1,in collection,,preservation,ethanol
1843,jessicatir,21,CRCM:Fish,21-181,institutional catalog number,self,,,Lee Olsen,collector,,,,,,,Gadus chalcogrammus,1,nature of identification,unknown,Kelly M. Cassidy,2020-10-01,"ID by KM Cassidy, Oct, 2020. From a jar of 6 small fish, collected at same location and time. Two identified as Pacific Tomcod, based on tiny chin barbel and non-jutting lower jar, 4 as Alaskan Pollock based on lack of chin barbel and jutting lower jar. Moderate confidence in ID.","United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",14-Jun-1954,1954-06-14,1954-06-14,collection,Lee Olsen,1954-06-14,,whole organism,unchecked,1,in collection,,preservation,ethanol
1845,jessicatir,21,CRCM:Fish,21-182,institutional catalog number,self,,,Lee Olsen,collector,,,,,,,Gadus chalcogrammus,1,nature of identification,unknown,Kelly M. Cassidy,2020-10-01,"ID by KM Cassidy, Oct, 2020. From a jar of 6 small fish, collected at same location and time. Two identified as Pacific Tomcod, based on tiny chin barbel and non-jutting lower jar, 4 as Alaskan Pollock based on lack of chin barbel and jutting lower jar. Moderate confidence in ID.","United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",14-Jun-1954,1954-06-14,1954-06-14,collection,Lee Olsen,1954-06-14,,whole organism,unchecked,1,in collection,,preservation,ethanol
1846,jessicatir,21,CRCM:Fish,21-183,institutional catalog number,self,,,Lee Olsen,collector,,,,,,,Gadus chalcogrammus,1,nature of identification,unknown,Kelly M. Cassidy,2020-10-01,"ID by KM Cassidy, Oct, 2020. From a jar of 6 small fish, collected at same location and time. Two identified as Pacific Tomcod, based on tiny chin barbel and non-jutting lower jar, 4 as Alaskan Pollock based on lack of chin barbel and jutting lower jar. Moderate confidence in ID.","United States, Washington, Skagit County",Ship Harbor,"Ship Harbor, Skagit Co., Washington",14-Jun-1954,1954-06-14,1954-06-14,collection,Lee Olsen,1954-06-14,,whole organism,unchecked,1,in collection,,preservation,ethanol
1398,jessicatir,21,CRCM:Fish,21-184,institutional catalog number,self,,,John D. Mizelle and J. Mizelle,collector,,,,,,,Sargocentron punctatissimum,1,nature of identification,unknown,John D. Mizelle and J. Mizelle,1971-08-31,"ID by collector; Checked by KM Cassidy, Nov 2020; concur, except for name update.","United States, Hawaii, Hawaii County",Kona Coast,"Kona Coast, Hawaii","August, 1971",1971-08-01,1971-08-31,collection,John D. Mizelle and J. Mizelle,1971-08-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1385,jessicatir,21,CRCM:Fish,21-185,institutional catalog number,self,,,John D. Mizelle and J. Mizelle,collector,,,,,,,Sargocentron punctatissimum,1,nature of identification,unknown,John D. Mizelle and J. Mizelle,1971-08-31,"ID by collector; Checked by KM Cassidy, Nov 2020; concur, except for name update.","United States, Hawaii, Hawaii County",Kona Coast,"Kona Coast, Hawaii","August, 1971",1971-08-01,1971-08-31,collection,John D. Mizelle and J. Mizelle,1971-08-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1399,jessicatir,21,CRCM:Fish,21-186,institutional catalog number,self,,,John D. Mizelle and J. Mizelle,collector,,,,,,,Sargocentron punctatissimum,1,nature of identification,unknown,John D. Mizelle and J. Mizelle,1971-08-31,"ID by collector; Checked by KM Cassidy, Nov 2020; concur, except for name update.","United States, Hawaii, Hawaii County",Kona Coast,"Kona Coast, Hawaii","August, 1971",1971-08-01,1971-08-31,collection,John D. Mizelle and J. Mizelle,1971-08-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1400,jessicatir,21,CRCM:Fish,21-187,institutional catalog number,self,,,John D. Mizelle and J. Mizelle,collector,,,,,,,Sargocentron punctatissimum,1,nature of identification,unknown,John D. Mizelle and J. Mizelle,1971-08-31,"ID by collector; Checked by KM Cassidy, Nov 2020; concur, except for name update.","United States, Hawaii, Hawaii County",Kona Coast,"Kona Coast, Hawaii","August, 1971",1971-08-01,1971-08-31,collection,John D. Mizelle and J. Mizelle,1971-08-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1401,jessicatir,21,CRCM:Fish,21-188,institutional catalog number,self,,,John D. Mizelle and J. Mizelle,collector,,,,,,,Sargocentron punctatissimum,1,nature of identification,unknown,John D. Mizelle and J. Mizelle,1971-08-31,"ID by collector; Checked by KM Cassidy, Nov 2020; concur, except for name update.","United States, Hawaii, Hawaii County",Kona Coast,"Kona Coast, Hawaii","August, 1971",1971-08-01,1971-08-31,collection,John D. Mizelle and J. Mizelle,1971-08-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1402,jessicatir,21,CRCM:Fish,21-189,institutional catalog number,self,,,John D. Mizelle and J. Mizelle,collector,,,,,,,Sargocentron punctatissimum,1,nature of identification,unknown,John D. Mizelle and J. Mizelle,1971-08-31,"ID by collector; Checked by KM Cassidy, Nov 2020; concur, except for name update.","United States, Hawaii, Hawaii County",Kona Coast,"Kona Coast, Hawaii","August, 1971",1971-08-01,1971-08-31,collection,John D. Mizelle and J. Mizelle,1971-08-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1403,jessicatir,21,CRCM:Fish,21-190,institutional catalog number,self,,,John D. Mizelle and J. Mizelle,collector,,,,,,,Sargocentron punctatissimum,1,nature of identification,unknown,John D. Mizelle and J. Mizelle,1971-08-31,"ID by collector; Checked by KM Cassidy, Nov 2020; concur, except for name update.","United States, Hawaii, Hawaii County",Kona Coast,"Kona Coast, Hawaii","August, 1971",1971-08-01,1971-08-31,collection,John D. Mizelle and J. Mizelle,1971-08-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1404,jessicatir,21,CRCM:Fish,21-191,institutional catalog number,self,,,John D. Mizelle and J. Mizelle,collector,,,,,,,Sargocentron punctatissimum,1,nature of identification,unknown,John D. Mizelle and J. Mizelle,1971-08-31,"ID by collector; Checked by KM Cassidy, Nov 2020; concur, except for name update.","United States, Hawaii, Hawaii County",Kona Coast,"Kona Coast, Hawaii","August, 1971",1971-08-01,1971-08-31,collection,John D. Mizelle and J. Mizelle,1971-08-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1406,jessicatir,21,CRCM:Fish,21-192,institutional catalog number,self,,,John D. Mizelle and J. Mizelle,collector,,,,,,,Sargocentron punctatissimum,1,nature of identification,unknown,John D. Mizelle and J. Mizelle,1971-08-31,"ID by collector; Checked by KM Cassidy, Nov 2020; concur, except for name update.","United States, Hawaii, Hawaii County",Kona Coast,"Kona Coast, Hawaii","August, 1971",1971-08-01,1971-08-31,collection,John D. Mizelle and J. Mizelle,1971-08-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
1407,jessicatir,21,CRCM:Fish,21-193,institutional catalog number,self,,,John D. Mizelle and J. Mizelle,collector,,,,,,,Bathygobius cotticeps,1,nature of identification,unknown,John D. Mizelle and J. Mizelle,1971-08-31,"ID by collector; Checked by KM Cassidy, Nov 2020; concur..","United States, Hawaii, Hawaii County",Kona Coast,"Kona Coast, Hawaii","August, 1971",1971-08-01,1971-08-31,collection,John D. Mizelle and J. Mizelle,1971-08-31,,whole organism,unchecked,1,in collection,,preservation,ethanol
2234,jessicatir,21,CRCM:Fish,21-194,institutional catalog number,self,,,Ronald W. Masterjohn,collector,R. S. Guthrie,collector,,,,,Batrachoides,1,nature of identification,unknown,Kelly M. Cassidy,2020-09-10,"KM Cassidy, Sep 10, 2020: ID as B. surinamensis by collector, which occurs in Atlantic and Caribbean, but not in Pacific Ocean, where Arriaga is. Many possible species and specimen is too dehydrated for me to ID.","Mexico, Chiapas",Arriaga,"Arriaga, Chiapas, Mexico",12-Feb-1952,1952-02-12,1952-02-12,collection,Ronald W. Masterjohn,1952-02-12,,whole organism,unchecked,1,in collection,,preservation,ethanol
